name,light_years_from_earth,planet_mass,stellar_magnitude,discovery_date 
Kepler-206 c,1973,3.78 Earths,13.461,2014
Kepler-206 d,1973,1.81 Earths,13.461,2014
Kepler-207 b,2930,3.09 Earths,13.167,2014
Kepler-207 c,2930,2.86 Earths,13.167,2014
Kepler-207 d,2930,11 Earths,13.167,2014
Kepler-208 b,2587,3.29 Earths,13.538,2014
Kepler-208 c,2587,2.51 Earths,13.538,2014
Kepler-208 d,2587,1.87 Earths,13.538,2014
Kepler-208 e,2587,2.79 Earths,13.538,2014
Kepler-209 b,1914,5.73 Earths,13.952,2014
Kepler-211 c,1018,18.3 Earths,13.273,2014
Kepler-212 b,2287,1.32 Earths,12.987,2014
Kepler-212 c,2287,7.95 Earths,12.987,2014
Kepler-213 b,2110,3.26 Earths,13.602,2014
Kepler-213 c,2110,6.08 Earths,13.602,2014
Kepler-214 b,4084,7.32 Earths,13.906,2014
Kepler-214 c,4084,5.18 Earths,13.906,2014
Kepler-215 b,1608,3.26 Earths,13.555,2014
Kepler-215 c,1608,3.78 Earths,13.555,2014
Kepler-215 d,1608,23.6 Earths,13.555,2014
Kepler-211 c,1018,18.3 Earths,13.273,2014
Kepler-212 b,2287,1.32 Earths,12.987,2014
Kepler-212 c,2287,7.95 Earths,12.987,2014
Kepler-213 b,2110,3.26 Earths,13.602,2014
Kepler-213 c,2110,6.08 Earths,13.602,2014
Kepler-214 b,4084,7.32 Earths,13.906,2014
Kepler-214 c,4084,5.18 Earths,13.906,2014
Kepler-215 b,1608,3.26 Earths,13.555,2014
Kepler-215 c,1608,3.78 Earths,13.555,2014
Kepler-215 d,1608,23.6 Earths,13.555,2014
Kepler-211 c,1018,18.3 Earths,13.273,2014
Kepler-212 b,2287,1.32 Earths,12.987,2014
Kepler-212 c,2287,7.95 Earths,12.987,2014
Kepler-213 b,2110,3.26 Earths,13.602,2014
Kepler-213 c,2110,6.08 Earths,13.602,2014
Kepler-214 b,4084,7.32 Earths,13.906,2014
Kepler-214 c,4084,5.18 Earths,13.906,2014
Kepler-215 b,1608,3.26 Earths,13.555,2014
Kepler-215 c,1608,3.78 Earths,13.555,2014
Kepler-215 d,1608,23.6 Earths,13.555,2014
Kepler-215 e,1608,3.71 Earths,13.555,2014
Kepler-216 b,4010,6.12 Earths,13.961,2014
Kepler-216 c,4010,9.48 Earths,13.961,2014
Kepler-217 b,3722,5.6 Earths,13.121,2014
Kepler-217 c,3722,4.08 Earths,13.121,2014
Kepler-217 d,3722,2.3 Earths,13.121,2016
Kepler-218 b,2182,2.79 Earths,13.907,2014
Kepler-218 c,2182,10 Earths,13.907,2014
Kepler-218 d,2182,7.56 Earths,13.907,2016
Kepler-219 b,2627,9.01 Earths,13.718,2014
Kepler-219 c,2627,12.5 Earths,13.718,2014
Kepler-219 d,2627,19.1 Earths,13.718,2014
Kepler-21 b,355,5.08 Earths,8.25,2012
Kepler-220 b,561,0.457 Earths,12.857,2014
Kepler-220 c,561,3.09 Earths,12.857,2014
Kepler-220 d,561,0.904 Earths,12.857,2014
Kepler-220 e,561,2.33 Earths,12.857,2014
Kepler-221 b,1271,3.57 Earths,13.749,2014
Kepler-221 c,1271,15.1 Earths,13.749,2014
Kepler-221 d,1271,7.9 Earths,13.749,2014
Kepler-221 e,1271,7.41 Earths,13.749,2014
Kepler-222 b,2530,10.1 Earths,15.06,2014
Kepler-222 c,2530,19.4 Earths,15.06,2014
Kepler-222 d,2530,13.2 Earths,15.06,2014
Kepler-223 b,6395,7.4 Earths,15.395,2014
Kepler-223 c,6395,5.1 Earths,15.395,2014
Kepler-223 d,6395,8 Earths,15.395,2014
Kepler-223 e,6395,4.8 Earths,15.395,2014
Kepler-224 b,2609,2.51 Earths,15.636,2014
Kepler-224 c,2609,9.91 Earths,15.636,2014
Kepler-221 e,1271,7.41 Earths,13.749,2014
Kepler-222 b,2530,10.1 Earths,15.06,2014
Kepler-222 c,2530,19.4 Earths,15.06,2014
Kepler-222 d,2530,13.2 Earths,15.06,2014
Kepler-223 b,6395,7.4 Earths,15.395,2014
Kepler-223 c,6395,5.1 Earths,15.395,2014
Kepler-223 d,6395,8 Earths,15.395,2014
Kepler-223 e,6395,4.8 Earths,15.395,2014
Kepler-224 b,2609,2.51 Earths,15.636,2014
Kepler-224 c,2609,9.91 Earths,15.636,2014
Kepler-221 e,1271,7.41 Earths,13.749,2014
Kepler-222 b,2530,10.1 Earths,15.06,2014
Kepler-222 c,2530,19.4 Earths,15.06,2014
Kepler-222 d,2530,13.2 Earths,15.06,2014
Kepler-223 b,6395,7.4 Earths,15.395,2014
Kepler-223 c,6395,5.1 Earths,15.395,2014
Kepler-223 d,6395,8 Earths,15.395,2014
Kepler-223 e,6395,4.8 Earths,15.395,2014
Kepler-224 b,2609,2.51 Earths,15.636,2014
Kepler-224 c,2609,9.91 Earths,15.636,2014
Kepler-221 e,1271,7.41 Earths,13.749,2014
Kepler-222 b,2530,10.1 Earths,15.06,2014
Kepler-222 c,2530,19.4 Earths,15.06,2014
Kepler-222 d,2530,13.2 Earths,15.06,2014
Kepler-223 b,6395,7.4 Earths,15.395,2014
Kepler-223 c,6395,5.1 Earths,15.395,2014
Kepler-223 d,6395,8 Earths,15.395,2014
Kepler-223 e,6395,4.8 Earths,15.395,2014
Kepler-224 b,2609,2.51 Earths,15.636,2014
Kepler-224 c,2609,9.91 Earths,15.636,2014
Kepler-221 e,1271,7.41 Earths,13.749,2014
Kepler-222 b,2530,10.1 Earths,15.06,2014
Kepler-222 c,2530,19.4 Earths,15.06,2014
Kepler-222 d,2530,13.2 Earths,15.06,2014
Kepler-223 b,6395,7.4 Earths,15.395,2014
Kepler-223 c,6395,5.1 Earths,15.395,2014
Kepler-223 d,6395,8 Earths,15.395,2014
Kepler-223 e,6395,4.8 Earths,15.395,2014
Kepler-224 b,2609,2.51 Earths,15.636,2014
Kepler-224 c,2609,9.91 Earths,15.636,2014
Kepler-224 d,2609,5.9 Earths,15.636,2014
Kepler-224 e,2609,4.54 Earths,15.636,2014
Kepler-225 b,1859,1.87 Earths,15.95,2014
Kepler-225 c,1859,4.04 Earths,15.95,2014
Kepler-226 b,3289,24 Earths,15.403,2014
Kepler-226 c,3289,0.142 Jupiters,15.403,2014
Kepler-226 d,3289,1.98 Earths,15.403,2014
Kepler-227 b,3645,9.85 Earths,15.323,2014
Kepler-227 c,3645,9.48 Earths,15.323,2014
Kepler-228 b,5626,2.96 Earths,15.704,2014
Kepler-236 b,950,3.09 Earths,15.374,2014
Kepler-236 c,950,4.66 Earths,15.374,2014
Kepler-237 b,2187,2.57 Earths,15.283,2014
Kepler-237 c,2187,4.98 Earths,15.283,2014
Kepler-238 b,6190,3.64 Earths,15.024,2014
Kepler-238 c,6190,6.3 Earths,15.024,2014
Kepler-238 d,6190,9.64 Earths,15.024,2014
Kepler-238 e,6190,0.534 Jupiters,15.024,2013
Kepler-238 f,6190,13.5 Earths,15.024,2013
Kepler-239 b,2153,6.04 Earths,15.233,2014
Kepler-239 c,2153,6.85 Earths,15.233,2014
Kepler-23 b,2793,0.8 Jupiters,13.401,2011
Kepler-23 c,2793,2.7 Jupiters,13.401,2011
Kepler-23 d,2793,17.6 Earths,13.401,2014
Kepler-240 b,2488,2.45 Earths,15.662,2014
Kepler-240 c,2488,0.322 Jupiters,15.662,2014
Kepler-241 b,1989,6.04 Earths,15.387,2014
Kepler-241 c,1989,7.13 Earths,15.387,2014
Kepler-242 b,1992,7.32 Earths,15.349,2014
Kepler-242 c,1992,4.66 Earths,15.349,2014
Kepler-239 c,2153,6.85 Earths,15.233,2014
Kepler-23 b,2793,0.8 Jupiters,13.401,2011
Kepler-23 c,2793,2.7 Jupiters,13.401,2011
Kepler-23 d,2793,17.6 Earths,13.401,2014
Kepler-240 b,2488,2.45 Earths,15.662,2014
Kepler-240 c,2488,0.322 Jupiters,15.662,2014
Kepler-241 b,1989,6.04 Earths,15.387,2014
Kepler-241 c,1989,7.13 Earths,15.387,2014
Kepler-242 b,1992,7.32 Earths,15.349,2014
Kepler-242 c,1992,4.66 Earths,15.349,2014
Kepler-239 c,2153,6.85 Earths,15.233,2014
Kepler-23 b,2793,0.8 Jupiters,13.401,2011
Kepler-23 c,2793,2.7 Jupiters,13.401,2011
Kepler-23 d,2793,17.6 Earths,13.401,2014
Kepler-240 b,2488,2.45 Earths,15.662,2014
Kepler-240 c,2488,0.322 Jupiters,15.662,2014
Kepler-241 b,1989,6.04 Earths,15.387,2014
Kepler-241 c,1989,7.13 Earths,15.387,2014
Kepler-242 b,1992,7.32 Earths,15.349,2014
Kepler-242 c,1992,4.66 Earths,15.349,2014
Kepler-243 b,2309,6.57 Earths,15.057,2014
Kepler-243 c,2309,4.62 Earths,15.057,2014
Kepler-244 b,3483,8.05 Earths,15.545,2014
Kepler-244 c,3483,4.86 Earths,15.545,2014
Kepler-244 d,3483,15.2 Earths,15.545,2014
Kepler-245 b,2879,7.13 Earths,15.597,2014
Kepler-245 c,2879,0.71 Jupiters,15.597,2014
Kepler-245 d,2879,21.6 Earths,15.597,2014
Kepler-245 e,2879,3.71 Earths,15.597,2016
Kepler-246 b,2079,6.08 Earths,15.042,2014
Kepler-24 c,3901,1.6 Jupiters,14.923,2011
Kepler-24 d,3901,3.43 Earths,14.923,2014
Kepler-24 e,3901,8.15 Earths,14.923,2014
Kepler-250 b,2536,1.51 Earths,15.414,2014
Kepler-250 c,2536,5.82 Earths,15.414,2014
Kepler-250 d,2536,5.39 Earths,15.414,2014
Kepler-251 b,3096,2.33 Earths,15.216,2014
Kepler-251 c,3096,8.1 Earths,15.216,2014
Kepler-251 d,3096,8.1 Earths,15.216,2014
Kepler-251 e,3096,8.1 Earths,15.216,2014
Kepler-24 c,3901,1.6 Jupiters,14.923,2011
Kepler-24 d,3901,3.43 Earths,14.923,2014
Kepler-24 e,3901,8.15 Earths,14.923,2014
Kepler-250 b,2536,1.51 Earths,15.414,2014
Kepler-250 c,2536,5.82 Earths,15.414,2014
Kepler-250 d,2536,5.39 Earths,15.414,2014
Kepler-251 b,3096,2.33 Earths,15.216,2014
Kepler-251 c,3096,8.1 Earths,15.216,2014
Kepler-251 d,3096,8.1 Earths,15.216,2014
Kepler-251 e,3096,8.1 Earths,15.216,2014
Kepler-24 c,3901,1.6 Jupiters,14.923,2011
Kepler-24 d,3901,3.43 Earths,14.923,2014
Kepler-24 e,3901,8.15 Earths,14.923,2014
Kepler-250 b,2536,1.51 Earths,15.414,2014
Kepler-250 c,2536,5.82 Earths,15.414,2014
Kepler-250 d,2536,5.39 Earths,15.414,2014
Kepler-251 b,3096,2.33 Earths,15.216,2014
Kepler-251 c,3096,8.1 Earths,15.216,2014
Kepler-251 d,3096,8.1 Earths,15.216,2014
Kepler-251 e,3096,8.1 Earths,15.216,2014
Kepler-24 c,3901,1.6 Jupiters,14.923,2011
Kepler-24 d,3901,3.43 Earths,14.923,2014
Kepler-24 e,3901,8.15 Earths,14.923,2014
Kepler-250 b,2536,1.51 Earths,15.414,2014
Kepler-250 c,2536,5.82 Earths,15.414,2014
Kepler-250 d,2536,5.39 Earths,15.414,2014
Kepler-251 b,3096,2.33 Earths,15.216,2014
Kepler-251 c,3096,8.1 Earths,15.216,2014
Kepler-251 d,3096,8.1 Earths,15.216,2014
Kepler-251 e,3096,8.1 Earths,15.216,2014
Kepler-24 c,3901,1.6 Jupiters,14.923,2011
Kepler-24 d,3901,3.43 Earths,14.923,2014
Kepler-24 e,3901,8.15 Earths,14.923,2014
Kepler-250 b,2536,1.51 Earths,15.414,2014
Kepler-250 c,2536,5.82 Earths,15.414,2014
Kepler-250 d,2536,5.39 Earths,15.414,2014
Kepler-251 b,3096,2.33 Earths,15.216,2014
Kepler-251 c,3096,8.1 Earths,15.216,2014
Kepler-251 d,3096,8.1 Earths,15.216,2014
Kepler-251 e,3096,8.1 Earths,15.216,2014
Kepler-255 d,3538,2.3 Earths,15.528,2016
Kepler-256 b,3449,3.15 Earths,15.015,2014
Kepler-256 c,3449,5.27 Earths,15.015,2014
Kepler-256 d,3449,6.71 Earths,15.015,2014
Kepler-256 e,3449,6.12 Earths,15.015,2014
Kepler-257 b,2602,7.32 Earths,15.422,2014
Kepler-257 c,2602,25.2 Earths,15.422,2014
Kepler-257 d,2602,21.7 Earths,15.422,2014
Kepler-258 b,1910,15.5 Earths,15.201,2014
Kepler-258 c,1910,12.7 Earths,15.201,2014
Kepler-262 c,2036,3.33 Earths,14.224,2014
Kepler-263 b,2515,7.61 Earths,15.417,2014
Kepler-263 c,2515,6.66 Earths,15.417,2014
Kepler-264 b,3158,11.1 Earths,13.013,2014
Kepler-264 c,3158,8.4 Earths,13.013,2014
Kepler-265 b,4333,4.12 Earths,15.352,2014
Kepler-265 c,4333,7.41 Earths,15.352,2014
Kepler-265 d,4333,6.76 Earths,15.352,2014
Kepler-265 e,4333,7.22 Earths,15.352,2014
Kepler-266 b,4649,6.71 Earths,15.577,2014
Kepler-266 c,4649,14.4 Earths,15.577,2014
Kepler-267 b,871,37.9 Earths,15.469,2014
Kepler-267 c,871,5.18 Earths,15.469,2014
Kepler-267 d,871,5.77 Earths,15.469,2014
Kepler-268 b,2848,7.04 Earths,13.668,2014
Kepler-268 c,2848,11.4 Earths,13.668,2014
Kepler-269 b,7890,6.66 Earths,15.735,2014
Kepler-269 c,7890,3.5 Earths,15.735,2014
Kepler-26 b,1104,5.12 Earths,15.409,2011
Kepler-26 c,1104,6.2 Earths,15.409,2011
Kepler-266 c,4649,14.4 Earths,15.577,2014
Kepler-267 b,871,37.9 Earths,15.469,2014
Kepler-267 c,871,5.18 Earths,15.469,2014
Kepler-267 d,871,5.77 Earths,15.469,2014
Kepler-268 b,2848,7.04 Earths,13.668,2014
Kepler-268 c,2848,11.4 Earths,13.668,2014
Kepler-269 b,7890,6.66 Earths,15.735,2014
Kepler-269 c,7890,3.5 Earths,15.735,2014
Kepler-26 b,1104,5.12 Earths,15.409,2011
Kepler-26 c,1104,6.2 Earths,15.409,2011
Kepler-266 c,4649,14.4 Earths,15.577,2014
Kepler-267 b,871,37.9 Earths,15.469,2014
Kepler-267 c,871,5.18 Earths,15.469,2014
Kepler-267 d,871,5.77 Earths,15.469,2014
Kepler-268 b,2848,7.04 Earths,13.668,2014
Kepler-268 c,2848,11.4 Earths,13.668,2014
Kepler-269 b,7890,6.66 Earths,15.735,2014
Kepler-269 c,7890,3.5 Earths,15.735,2014
Kepler-26 b,1104,5.12 Earths,15.409,2011
Kepler-26 c,1104,6.2 Earths,15.409,2011
Kepler-26 d,1104,1.24 Earths,15.409,2014
Kepler-26 e,1104,6.39 Earths,15.409,2014
Kepler-270 b,3182,4.7 Earths,13.859,2014
Kepler-270 c,3182,3.78 Earths,13.859,2014
Kepler-271 b,1364,2.04 Earths,13.428,2014
Kepler-271 c,1364,0.809 Earths,13.428,2014
Kepler-271 d,1364,0.219 Earths,13.428,2016
Kepler-272 b,2978,0.245 Jupiters,14.659,2014
Kepler-272 c,2978,0.308 Jupiters,14.659,2014
Kepler-272 d,2978,5.69 Earths,14.659,2014
Kepler-273 b,2378,2.86 Earths,14.968,2014
Kepler-273 c,2378,4.58 Earths,14.968,2014
Kepler-274 b,4520,2.99 Earths,15.032,2014
Kepler-274 c,4520,4.04 Earths,15.032,2014
Kepler-275 b,7030,6.08 Earths,15.287,2014
Kepler-275 c,7030,11.4 Earths,15.287,2014
Kepler-275 d,7030,11.1 Earths,15.287,2014
Kepler-276 b,3855,8.6 Earths,15.365,2014
Kepler-276 c,3855,16.6 Earths,15.365,2013
Kepler-276 d,3855,16.3 Earths,15.365,2013
Kepler-277 b,3278,0.275 Jupiters,13.388,2013
Kepler-277 c,3278,0.202 Jupiters,13.388,2013
Kepler-278 b,1463,15.6 Earths,11.53,2014
Kepler-278 c,1463,12.6 Earths,11.53,2014
Kepler-279 b,3488,12.8 Earths,13.585,2014
Kepler-279 c,3488,0.155 Jupiters,13.585,2013
Kepler-279 d,3488,37.5 Earths,13.585,2013
Kepler-27 b,3507,9.11 Jupiters,15.816,2011
Kepler-27 c,3507,13.8 Jupiters,15.816,2011
Kepler-280 b,2604,2.7 Earths,14.457,2014
Kepler-277 b,3278,0.275 Jupiters,13.388,2013
Kepler-277 c,3278,0.202 Jupiters,13.388,2013
Kepler-278 b,1463,15.6 Earths,11.53,2014
Kepler-278 c,1463,12.6 Earths,11.53,2014
Kepler-279 b,3488,12.8 Earths,13.585,2014
Kepler-279 c,3488,0.155 Jupiters,13.585,2013
Kepler-279 d,3488,37.5 Earths,13.585,2013
Kepler-27 b,3507,9.11 Jupiters,15.816,2011
Kepler-27 c,3507,13.8 Jupiters,15.816,2011
Kepler-280 b,2604,2.7 Earths,14.457,2014
Kepler-277 b,3278,0.275 Jupiters,13.388,2013
Kepler-277 c,3278,0.202 Jupiters,13.388,2013
Kepler-278 b,1463,15.6 Earths,11.53,2014
Kepler-278 c,1463,12.6 Earths,11.53,2014
Kepler-279 b,3488,12.8 Earths,13.585,2014
Kepler-279 c,3488,0.155 Jupiters,13.585,2013
Kepler-279 d,3488,37.5 Earths,13.585,2013
Kepler-27 b,3507,9.11 Jupiters,15.816,2011
Kepler-27 c,3507,13.8 Jupiters,15.816,2011
Kepler-280 b,2604,2.7 Earths,14.457,2014
Kepler-280 c,2604,4.7 Earths,14.457,2014
Kepler-281 b,5986,8.35 Earths,15.754,2014
Kepler-281 c,5986,24.4 Earths,15.754,2014
Kepler-282 b,4537,1.01 Earths,15.178,2014
Kepler-282 c,4537,1.87 Earths,15.178,2014
Kepler-282 d,4537,0.192 Jupiters,15.178,2013
Kepler-282 e,4537,0.177 Jupiters,15.178,2013
Kepler-283 b,1547,5.18 Earths,15.875,2014
Kepler-283 c,1547,3.97 Earths,15.875,2014
Kepler-284 b,3467,5.65 Earths,15.813,2014
Kepler-284 c,3467,7.32 Earths,15.813,2014
Kepler-285 b,2754,2.36 Earths,15.152,2014
Kepler-285 c,2754,1.46 Earths,15.152,2014
Kepler-286 b,4132,2.07 Earths,15.545,2014
Kepler-286 c,4132,2.45 Earths,15.545,2014
Kepler-286 d,4132,2.33 Earths,15.545,2014
Kepler-286 e,4132,3.78 Earths,15.545,2014
Kepler-287 b,2793,6.04 Earths,14.744,2014
Kepler-287 c,2793,10.7 Earths,14.744,2014
Kepler-288 b,4033,3.43 Earths,15.152,2014
Kepler-288 c,4033,8.5 Earths,15.152,2014
Kepler-288 d,4033,7.61 Earths,15.152,2014
Kepler-289 b,2283,7.3 Earths,13.963,2014
Kepler-289 c,2283,0.42 Jupiters,13.963,2014
Kepler-289 d,2283,4 Earths,13.963,2014
Kepler-28 b,1448,1.51 Jupiters,15.026,2011
Kepler-28 c,1448,1.36 Jupiters,15.026,2011
Kepler-290 b,2311,5.69 Earths,15.565,2014
Kepler-290 c,2311,7.75 Earths,15.565,2014
Kepler-291 b,6147,5.31 Earths,15.898,2014
Kepler-288 c,4033,8.5 Earths,15.152,2014
Kepler-288 d,4033,7.61 Earths,15.152,2014
Kepler-289 b,2283,7.3 Earths,13.963,2014
Kepler-289 c,2283,0.42 Jupiters,13.963,2014
Kepler-289 d,2283,4 Earths,13.963,2014
Kepler-28 b,1448,1.51 Jupiters,15.026,2011
Kepler-28 c,1448,1.36 Jupiters,15.026,2011
Kepler-290 b,2311,5.69 Earths,15.565,2014
Kepler-290 c,2311,7.75 Earths,15.565,2014
Kepler-291 b,6147,5.31 Earths,15.898,2014
Kepler-288 c,4033,8.5 Earths,15.152,2014
Kepler-288 d,4033,7.61 Earths,15.152,2014
Kepler-289 b,2283,7.3 Earths,13.963,2014
Kepler-289 c,2283,0.42 Jupiters,13.963,2014
Kepler-289 d,2283,4 Earths,13.963,2014
Kepler-28 b,1448,1.51 Jupiters,15.026,2011
Kepler-28 c,1448,1.36 Jupiters,15.026,2011
Kepler-290 b,2311,5.69 Earths,15.565,2014
Kepler-290 c,2311,7.75 Earths,15.565,2014
Kepler-291 b,6147,5.31 Earths,15.898,2014
Kepler-295 b,5830,1.98 Earths,14.433,2014
Kepler-295 c,5830,1.71 Earths,14.433,2014
Kepler-295 d,5830,2.42 Earths,14.433,2014
Kepler-296 b,737,3.22 Earths,15.901,2014
Kepler-296 c,737,4.66 Earths,15.901,2014
Kepler-296 d,737,5.02 Earths,15.901,2014
Kepler-296 e,737,2.96 Earths,15.901,2014
Kepler-296 f,737,3.89 Earths,15.901,2014
Kepler-297 b,2304,0.153 Jupiters,14.192,2014
Kepler-297 c,2304,0.132 Jupiters,14.192,2014
Kepler-298 b,1716,4.5 Earths,15.418,2014
Kepler-298 c,1716,4.38 Earths,15.418,2014
Kepler-298 d,1716,6.8 Earths,15.418,2014
Kepler-299 b,3539,2.3 Earths,15.01,2014
Kepler-299 c,3539,7.51 Earths,15.01,2014
Kepler-299 d,3539,4.12 Earths,15.01,2014
Kepler-299 e,3539,4.16 Earths,15.01,2014
Kepler-29 b,2779,5 Earths,15.282,2011
Kepler-29 c,2779,4.5 Earths,15.282,2011
Kepler-300 b,3700,3.43 Earths,14.18,2014
Kepler-298 b,1716,4.5 Earths,15.418,2014
Kepler-298 c,1716,4.38 Earths,15.418,2014
Kepler-298 d,1716,6.8 Earths,15.418,2014
Kepler-299 b,3539,2.3 Earths,15.01,2014
Kepler-299 c,3539,7.51 Earths,15.01,2014
Kepler-299 d,3539,4.12 Earths,15.01,2014
Kepler-299 e,3539,4.16 Earths,15.01,2014
Kepler-29 b,2779,5 Earths,15.282,2011
Kepler-29 c,2779,4.5 Earths,15.282,2011
Kepler-300 b,3700,3.43 Earths,14.18,2014
Kepler-298 b,1716,4.5 Earths,15.418,2014
Kepler-298 c,1716,4.38 Earths,15.418,2014
Kepler-298 d,1716,6.8 Earths,15.418,2014
Kepler-299 b,3539,2.3 Earths,15.01,2014
Kepler-299 c,3539,7.51 Earths,15.01,2014
Kepler-299 d,3539,4.12 Earths,15.01,2014
Kepler-299 e,3539,4.16 Earths,15.01,2014
Kepler-29 b,2779,5 Earths,15.282,2011
Kepler-29 c,2779,4.5 Earths,15.282,2011
Kepler-300 b,3700,3.43 Earths,14.18,2014
Kepler-300 c,3700,5.69 Earths,14.18,2014
Kepler-301 b,2395,2.39 Earths,14.274,2014
Kepler-301 c,2395,2.39 Earths,14.274,2014
Kepler-301 d,2395,3.71 Earths,14.274,2014
Kepler-302 b,4761,15.5 Earths,15.491,2014
Kepler-302 c,4761,Unknown,15.491,2014
Kepler-303 b,688,0.64 Earths,14.396,2014
Kepler-303 c,688,1.55 Earths,14.396,2014
Kepler-304 b,1436,8.55 Earths,14.831,2014
Kepler-304 c,1436,5.35 Earths,14.831,2014
Kepler-307 b,1909,7.44 Earths,14.056,2013
Kepler-307 c,1909,3.64 Earths,14.056,2013
Kepler-308 b,4516,5.14 Earths,15.851,2014
Kepler-308 c,4516,5.31 Earths,15.851,2014
Kepler-309 b,1805,3.05 Earths,15.126,2014
Kepler-309 c,1805,6.85 Earths,15.126,2014
Kepler-30 b,3061,11.3 Earths,15.376,2012
Kepler-30 c,3061,2.01 Jupiters,15.376,2012
Kepler-30 d,3061,23.1 Earths,15.376,2012
Kepler-310 b,1999,1.81 Earths,14.265,2014
Kepler-307 b,1909,7.44 Earths,14.056,2013
Kepler-307 c,1909,3.64 Earths,14.056,2013
Kepler-308 b,4516,5.14 Earths,15.851,2014
Kepler-308 c,4516,5.31 Earths,15.851,2014
Kepler-309 b,1805,3.05 Earths,15.126,2014
Kepler-309 c,1805,6.85 Earths,15.126,2014
Kepler-30 b,3061,11.3 Earths,15.376,2012
Kepler-30 c,3061,2.01 Jupiters,15.376,2012
Kepler-30 d,3061,23.1 Earths,15.376,2012
Kepler-310 b,1999,1.81 Earths,14.265,2014
Kepler-307 b,1909,7.44 Earths,14.056,2013
Kepler-307 c,1909,3.64 Earths,14.056,2013
Kepler-308 b,4516,5.14 Earths,15.851,2014
Kepler-308 c,4516,5.31 Earths,15.851,2014
Kepler-309 b,1805,3.05 Earths,15.126,2014
Kepler-309 c,1805,6.85 Earths,15.126,2014
Kepler-30 b,3061,11.3 Earths,15.376,2012
Kepler-30 c,3061,2.01 Jupiters,15.376,2012
Kepler-30 d,3061,23.1 Earths,15.376,2012
Kepler-310 b,1999,1.81 Earths,14.265,2014
Kepler-310 c,1999,11.4 Earths,14.265,2014
Kepler-310 d,1999,7 Earths,14.265,2014
Kepler-311 b,2598,3.53 Earths,13.754,2014
Kepler-311 c,2598,2.63 Earths,13.754,2014
Kepler-312 b,2663,2.21 Earths,12.921,2014
Kepler-312 c,2663,10.1 Earths,12.921,2014
Kepler-313 b,3521,6.94 Earths,14.111,2014
Kepler-313 c,3521,7.13 Earths,14.111,2014
Kepler-314 b,884,0.498 Earths,12.523,2014
Kepler-314 c,884,8.75 Earths,12.523,2014
Kepler-310 c,1999,11.4 Earths,14.265,2014
Kepler-310 d,1999,7 Earths,14.265,2014
Kepler-311 b,2598,3.53 Earths,13.754,2014
Kepler-311 c,2598,2.63 Earths,13.754,2014
Kepler-312 b,2663,2.21 Earths,12.921,2014
Kepler-312 c,2663,10.1 Earths,12.921,2014
Kepler-313 b,3521,6.94 Earths,14.111,2014
Kepler-313 c,3521,7.13 Earths,14.111,2014
Kepler-314 b,884,0.498 Earths,12.523,2014
Kepler-314 c,884,8.75 Earths,12.523,2014
Kepler-319 d,1666,5.86 Earths,13.791,2014
Kepler-31 b,5701,25.9 Earths,15.224,2011
Kepler-31 c,5701,4.7 Jupiters,15.224,2011
Kepler-31 d,5701,6.8 Jupiters,15.224,2014
Kepler-320 b,2762,1.55 Earths,13.434,2014
Kepler-320 c,2762,2.45 Earths,13.434,2014
Kepler-321 b,1268,3.78 Earths,12.755,2014
Kepler-321 c,1268,5.99 Earths,12.755,2014
Kepler-322 b,1322,1.01 Earths,13.503,2014
Kepler-322 c,1322,3.43 Earths,13.503,2014
Kepler-319 d,1666,5.86 Earths,13.791,2014
Kepler-31 b,5701,25.9 Earths,15.224,2011
Kepler-31 c,5701,4.7 Jupiters,15.224,2011
Kepler-31 d,5701,6.8 Jupiters,15.224,2014
Kepler-320 b,2762,1.55 Earths,13.434,2014
Kepler-320 c,2762,2.45 Earths,13.434,2014
Kepler-321 b,1268,3.78 Earths,12.755,2014
Kepler-321 c,1268,5.99 Earths,12.755,2014
Kepler-322 b,1322,1.01 Earths,13.503,2014
Kepler-322 c,1322,3.43 Earths,13.503,2014
Kepler-319 d,1666,5.86 Earths,13.791,2014
Kepler-31 b,5701,25.9 Earths,15.224,2011
Kepler-31 c,5701,4.7 Jupiters,15.224,2011
Kepler-31 d,5701,6.8 Jupiters,15.224,2014
Kepler-320 b,2762,1.55 Earths,13.434,2014
Kepler-320 c,2762,2.45 Earths,13.434,2014
Kepler-321 b,1268,3.78 Earths,12.755,2014
Kepler-321 c,1268,5.99 Earths,12.755,2014
Kepler-322 b,1322,1.01 Earths,13.503,2014
Kepler-322 c,1322,3.43 Earths,13.503,2014
Kepler-323 b,1503,2.153 Jupiters,12.658,2014
Kepler-323 c,1503,0.251 Jupiters,12.658,2014
Kepler-324 b,1660,1.55 Earths,14.091,2014
Kepler-324 c,1660,10.1 Earths,14.091,2014
Kepler-325 b,2750,8.8 Earths,15.005,2014
Kepler-325 c,2750,6.99 Earths,15.005,2014
Kepler-325 d,2750,8.2 Earths,15.005,2014
Kepler-326 b,1612,0.14 Jupiters,13.679,2014
Kepler-326 c,1612,17.4 Earths,13.679,2014
Kepler-326 d,1612,6.9 Earths,13.679,2014
Kepler-323 b,1503,2.153 Jupiters,12.658,2014
Kepler-323 c,1503,0.251 Jupiters,12.658,2014
Kepler-324 b,1660,1.55 Earths,14.091,2014
Kepler-324 c,1660,10.1 Earths,14.091,2014
